chromosome,start,end,type,strand,expression,optimality,halflife,length
chrVII,43307,44509,mRNA,+,1366,0.2384801223241595,6.430050097905049,1202
chrVII,45445,48459,mRNA,+,3096,0.2468216560509553,22.75355508717445,3014
chrVII,49431,49745,mRNA,-,781,0.19740803773584914,4.712263010896107,314
chrVII,52731,53528,mRNA,-,774,0.20587650698602808,16.594429180523903,797
chrVII,55279,55815,mRNA,+,369,0.1887910104529616,10.485966049429699,536
chrVII,59122,61854,mRNA,+,4522,0.1804162195121951,67.28585239833764,2732
chrVII,63048,63620,mRNA,-,2355,0.2026672685185184,17.793214504021186,572
chrVII,64503,66959,mRNA,-,1552,0.2080586797066016,71.37172823391722,2456
chrVII,69671,72547,mRNA,+,3254,0.1941780962566842,39.410507992026595,2876
chrVII,73340,73711,mRNA,+,516,0.21708799999999995,6.793313878331641,371
chrVII,78015,78857,mRNA,-,1054,0.20551670378619147,36.9105227686954,842
chrVII,80659,81186,mRNA,-,1085,0.20389546099290776,6.7596126292602445,527
chrVII,82374,82736,mRNA,+,1495,0.21104568527918768,27.110491512602373,362
chrVII,83650,84300,mRNA,+,850,0.19411475409836068,3.3402806995784156,650
chrVII,84885,87302,mRNA,+,2819,0.2378203883495145,89.63867585270633,2417
chrVII,90010,90495,mRNA,+,1103,0.21276547979797947,25.03908691735218,485
chrVII,91432,92382,mRNA,+,796,0.24517363344051424,27.38138901560177,950
chrVII,108158,110404,mRNA,+,804,0.18875221238938047,26.802712708237507,2246
chrVII,112475,114664,mRNA,-,4332,0.20004614657210407,87.50634542137064,2189
chrVII,122694,123305,mRNA,-,6513,0.1774752586206897,87.95478939201212,611
chrVII,123591,124298,mRNA,+,2726,0.1949045547945204,8.45668576606141,707
chrVII,129883,131169,mRNA,+,2909,0.18830857515204166,66.33231556332188,1286
chrVII,140368,141726,mRNA,-,2024,0.18320223241590225,42.989803748834696,1358
chrVII,145809,147389,mRNA,-,4485,0.21047515527950308,28.74394460348961,1580
chrVII,149343,149516,mRNA,-,255,0.1924323932926829,5.845008465331045,173
chrVII,151037,152776,mRNA,-,2832,0.18753250764525967,79.0178452429285,1739
chrVII,154615,156012,mRNA,-,580,0.196519801980198,45.196480620729545,1397
chrVII,157273,157596,mRNA,-,97,0.2465194805194805,5.962309496472077,323
chrVII,160065,162758,mRNA,+,2056,0.20222398620689647,0.5431145369541213,2693
chrVII,167352,170571,mRNA,+,2976,0.20934959349593504,97.32106308193775,3219
chrVII,171415,173079,mRNA,-,1628,0.1902111337209303,54.75752027377615,1664
chrVII,174545,175345,mRNA,+,1322,0.21216547263681584,16.764326269106284,800
chrVII,184153,185394,mRNA,-,322,0.2381163846153845,21.900997516881777,1241
chrVII,187464,187796,mRNA,+,1261,0.2438064516129031,0.7904546780555695,332
chrVII,191129,191806,mRNA,+,1002,0.1808029556650247,4.24926827649881,677
chrVII,191978,193300,mRNA,-,1470,0.2371229310344828,48.075170706289974,1322
chrVII,198138,199037,mRNA,+,670,0.1908018511066398,8.716957781376557,899
chrVII,200561,202273,mRNA,+,1916,0.20184850446428573,5.154694090222058,1712
chrVII,207033,208571,mRNA,+,305,0.19727946979038224,15.610552650989044,1538
chrVII,210416,213667,mRNA,+,2055,0.2061125210084033,8.910758636911922,3251
chrVII,215278,216096,mRNA,-,1174,0.19639143974960915,15.100326139818304,818
chrVII,216692,217369,mRNA,-,838,0.19850286259541952,6.924837038506649,677
chrVII,221104,225573,mRNA,-,9570,0.17723780763790709,62.03244740637537,4469
chrVII,226399,227529,mRNA,+,6352,0.20404597701149424,38.988211401290556,1130
chrVII,230243,232348,mRNA,+,2547,0.19522856060606028,106.9485340924135,2105
chrVII,234717,235958,mRNA,-,1182,0.1906073483009708,5.213445710413012,1241
chrVII,238353,241085,mRNA,+,2792,0.19173850144092197,32.838360150167105,2732
chrVII,245716,248124,mRNA,+,3866,0.21483070866141726,67.46515244752528,2408
chrVII,255663,256964,mRNA,+,1535,0.22656217877094945,43.697715421835866,1301
chrVII,261648,265859,mRNA,-,4615,0.23279255319148945,79.10871361270426,4211
chrVII,267723,269075,mRNA,-,1925,0.22398993288590568,2.2838355800068975,1352
chrVII,270392,270775,mRNA,-,357,0.2033125,11.523213499060978,383
chrVII,272520,274322,mRNA,+,3030,0.2127091412742383,69.97301448533915,1802
chrVII,277634,277864,mRNA,-,26395,0.24147352941176475,66.68889083373922,230
chrVII,280777,281157,mRNA,-,264,0.21022045855379198,1.3075630098249649,380
chrVII,284442,285947,mRNA,+,1801,0.20484240863787392,49.638438983544276,1505
chrVII,288512,289309,mRNA,+,933,0.22015517241379304,14.08526187042187,797
chrVII,292033,293001,mRNA,+,3065,0.2497154471544717,81.33390470691972,968
chrVII,295932,297938,mRNA,+,1625,0.18903212765957472,47.26584589628609,2006
chrVII,299978,301369,mRNA,+,2664,0.1970779043600564,4.244660337540264,1391
chrVII,303513,303836,mRNA,+,499,0.20116070552147225,17.390803134044436,323
chrVII,304333,306273,mRNA,-,2375,0.2026815286624202,35.988634446920564,1940
chrVII,307437,308567,mRNA,+,11759,0.2276157635467979,165.24655912438212,1130
chrVII,312193,312840,mRNA,+,1885,0.2105703125,23.938329537014248,647
chrVII,314631,316553,mRNA,+,4447,0.2049492988929888,8.941448918086138,1922
chrVII,321782,323230,mRNA,+,4400,0.1867125842696628,70.18089618830079,1448
chrVII,328874,330607,mRNA,-,2706,0.19128047468354398,101.82871870787837,1733
chrVII,334886,337639,mRNA,+,3841,0.15241450777202087,2.404634354486028,2753
chrVII,342056,343042,mRNA,-,1209,0.2518888066465261,24.992896685145528,986
chrVII,344791,345153,mRNA,-,286,0.21214999999999992,8.41278121937602,362
chrVII,347119,349368,mRNA,+,3620,0.205640974025974,52.55804455096085,2249
chrVII,350616,352298,mRNA,-,2297,0.240896,27.621803467024137,1682
chrVII,358636,359028,mRNA,+,1037,0.1911782706766917,32.459738832585465,392
chrVII,360288,361859,mRNA,-,4446,0.20361866666666675,41.078902474310205,1571
chrVII,366925,368088,mRNA,-,893,0.1949513435374149,17.786770653598634,1163
chrVII,368753,371254,mRNA,+,3365,0.19410000000000005,0.7767468672700275,2501
chrVII,372012,374084,mRNA,+,2332,0.2234861043393465,2.0588968141181603,2072
chrVII,375087,375671,mRNA,+,2521,0.2519753086419753,49.68674645443503,584
chrVII,377609,379582,mRNA,+,2479,0.20012580851063824,29.04870209866077,1973
chrVII,381523,383208,mRNA,-,1166,0.1977910628019325,32.21860090164155,1685
chrVII,384502,384651,mRNA,-,123,0.19144055016181244,1.1847778625358958,149
chrVII,388968,389711,mRNA,-,765,0.21039140515222474,3.919453216129111,743
chrVII,392223,393698,mRNA,+,1505,0.2129782608695652,30.752223463176307,1475
chrVII,394966,395829,mRNA,-,938,0.19753284530386728,14.60270070278719,863
chrVII,398628,400160,mRNA,+,11107,0.20996547738693475,116.56941389172407,1532
chrVII,402589,403302,mRNA,+,755,0.19339608269858533,23.43327136099066,713
chrVII,403687,404391,mRNA,+,314,0.23194769230769216,7.77775172861382,704
chrVII,406860,409604,mRNA,-,6549,0.18486350746268645,95.9488870331177,2744
chrVII,411552,412160,mRNA,+,747,0.2105448275862067,17.235557100428544,608
chrVII,418704,418886,mRNA,-,307,0.2457654320987656,5.065692326107355,182
chrVII,419022,419225,mRNA,-,768,0.1935161305732485,8.400970436159424,203
chrVII,423961,425007,mRNA,+,1826,0.2300887573964495,35.883473894852905,1046
chrVII,427297,427947,mRNA,-,8657,0.2202348071216617,47.40827601494017,650
chrVII,431548,433062,mRNA,-,2652,0.19574202469135807,37.49097560260728,1514
chrVII,435625,436401,mRNA,+,164,0.21671282926829247,1.012940761577462,776
chrVII,439091,439638,mRNA,+,23789,0.17173333333333335,95.14896035586605,547
chrVII,443642,446143,mRNA,-,5603,0.20142165094339606,14.364151155036247,2501
chrVII,448764,449957,mRNA,-,1324,0.19394520547945202,6.764924849620622,1193
chrVII,450197,452104,mRNA,-,2755,0.2009934124087593,102.30790052574953,1907
chrVII,454785,457067,mRNA,+,4368,0.1761739130434783,47.045954599812696,2282
chrVII,458156,458992,mRNA,+,3026,0.18249666666666667,17.04758162493838,836
chrVII,459854,461365,mRNA,+,1447,0.192448016528926,2.3081024066631954,1511
chrVII,465043,465435,mRNA,-,122,0.1874516846652269,8.133271275024484,392
chrVII,466237,466398,mRNA,-,295,0.20885121387283234,0.9253962240358748,161
chrVII,472855,474276,mRNA,+,9692,0.1983609512578612,19.674769099227618,1421
chrVII,475545,476069,mRNA,+,686,0.22301426315789472,4.246969137368955,524
chrVII,483260,483637,mRNA,+,213,0.18445341269841264,9.368152893184684,377
chrVII,489708,490547,mRNA,-,1378,0.19752173652694616,45.623105872106635,839
chrVII,492474,494174,mRNA,-,1757,0.20061111111111096,20.057225130246696,1700
chrVII,495453,496502,mRNA,-,2379,0.1905922330097087,35.05618640566831,1049
chrVII,500132,502366,mRNA,+,2092,0.1783933076923078,58.54371420787987,2234
chrVII,506070,506825,mRNA,+,1017,0.20195403269754772,16.37671745285284,755
chrVII,508110,508364,mRNA,-,2801,0.20251454172366612,34.278751762935215,254
chrVII,511545,512732,mRNA,+,1572,0.19859507987220426,7.708086381853004,1187
chrVII,513159,514340,mRNA,+,1948,0.19784057395143484,24.764238740162806,1181
chrVII,516943,520863,mRNA,+,11824,0.2212084615384616,210.19119348775308,3920
chrVII,522261,522833,mRNA,+,417,0.19194150176678448,5.587664066078132,572
chrVII,524365,524694,mRNA,-,950,0.22478235408560346,20.799089381516865,329
chrVII,526973,527329,mRNA,-,4295,0.190045223978919,72.61093915874558,356
chrVII,529257,529586,mRNA,-,347,0.24503448275862064,0.08657531980600908,329
chrVII,531883,532596,mRNA,-,3064,0.2041320168067226,45.20023166663488,713
chrVII,532985,533821,mRNA,+,3327,0.17159183673469394,57.53951580758725,836
chrVII,542203,543291,mRNA,+,1378,0.23692050209204998,18.908218246260105,1088
chrVII,545681,546157,mRNA,-,827,0.22020447284345016,1.624142616678256,476
chrVII,546809,547300,mRNA,-,994,0.18204859601449244,2.0479505757880743,491
chrVII,554248,554967,mRNA,-,2282,0.18470516930022576,36.84382761758894,719
chrVII,557072,557422,mRNA,-,242,0.1879739579684765,3.18662138173566,350
chrVII,558149,558868,mRNA,-,743,0.2738514173228347,15.252908910633277,719
chrVII,560682,561350,mRNA,+,1456,0.21611318965517248,1.9486854677640952,668
chrVII,575398,576504,mRNA,+,1981,0.1953940092165901,38.22494543848027,1106
chrVII,579476,580291,mRNA,+,1058,0.1885779420731712,21.50431056350861,815
chrVII,582990,583892,mRNA,-,2596,0.20838553571428545,79.5105283672386,902
chrVII,589826,590911,mRNA,+,1799,0.19024057777777809,19.84487141333732,1085
chrVII,592086,592442,mRNA,-,542,0.19609223609534587,6.324993838417647,356
chrVII,593596,594705,mRNA,+,1293,0.2073676953125,49.75662400415515,1109
chrVII,596693,598621,mRNA,+,6246,0.20916666666666656,56.293557841572266,1928
chrVII,601661,604447,mRNA,+,3069,0.19251511991657952,103.27775289521935,2786
chrVII,606136,607143,mRNA,+,963,0.1874022448979592,54.5875734947288,1007
chrVII,610564,611493,mRNA,+,6787,0.20767475728155346,60.844560858995955,929
chrVII,617516,617824,mRNA,-,1556,0.19342063492063488,21.49183234212247,308
chrVII,618077,619858,mRNA,-,1820,0.2552144846796658,4.5404304499728845,1781
chrVII,622372,624786,mRNA,-,669,0.19934426229508195,93.67023565380678,2414
chrVII,626294,626389,mRNA,+,112,0.2481197604790418,1.257856146313598,95
chrVII,627806,631273,mRNA,+,3272,0.1925313414634145,3.8766926333743115,3467
chrVII,634304,635467,mRNA,+,1350,0.2187762903225806,1.6643045596897146,1163
chrVII,635712,636152,mRNA,+,1445,0.22073654390934835,5.258060148023816,440
chrVII,637104,637577,mRNA,-,642,0.19083082969432305,8.571259339229684,473
chrVII,639772,640371,mRNA,-,2886,0.18699443798449628,6.805066303265999,599
chrVII,642010,643008,mRNA,+,1722,0.19583712121212127,18.113824201946528,998
chrVII,644044,644595,mRNA,+,1557,0.2128387978142078,73.57346137798473,551
chrVII,647123,648142,mRNA,-,2174,0.1950999553571427,72.53541823718322,1019
chrVII,649598,650617,mRNA,-,28978,0.2102220458891013,450.653492763132,1019
chrVII,654634,656322,mRNA,+,2188,0.23274576271186445,52.51007053062902,1688
chrVII,662358,666071,mRNA,+,9579,0.2278476953907817,37.65288036407631,3713
chrVII,668189,669907,mRNA,+,3087,0.1981483050847456,60.38804295156498,1718
chrVII,672186,675500,mRNA,+,32857,0.20515410385259647,109.51491435137314,3314
chrVII,676621,677565,mRNA,+,727,0.20686134328358213,4.011297904557184,944
chrVII,682566,687458,mRNA,-,5536,0.1939771784232368,48.76710589844352,4892
chrVII,690245,693097,mRNA,+,3915,0.18673131736526946,72.60956426150778,2852
chrVII,694584,695135,mRNA,-,1299,0.2441323529411764,15.56996076066929,551
chrVII,697445,698368,mRNA,-,1334,0.19810563176895285,10.757658025803465,923
chrVII,698989,699786,mRNA,-,5866,0.20249173076923088,64.81290739372628,797
chrVII,703636,705051,mRNA,+,4235,0.21446917721518965,65.79410508968316,1415
chrVII,713709,715046,mRNA,+,731,0.19938297872340408,38.020319321200304,1337
chrVII,717358,718527,mRNA,+,963,0.2120344827586207,4.838511243848247,1169
chrVII,720265,720654,mRNA,-,1310,0.19074753401360467,16.69101933107347,389
chrVII,720409,724764,mRNA,+,17505,0.19629226415094367,145.18350547474566,4355
chrVII,726974,727730,mRNA,+,34030,0.1915337289278489,91.83083634492998,756
chrVII,730033,730821,mRNA,-,1139,0.2076605980861244,6.787318175384786,788
chrVII,733935,735143,mRNA,+,1493,0.2072727272727273,21.11084008713634,1208
chrVII,739944,741662,mRNA,+,13441,0.19769572390572426,40.68917050646123,1718
chrVII,745835,746527,mRNA,+,740,0.1989475572519084,2.7903602836577486,692
chrVII,750400,751047,mRNA,+,796,0.2115495049504949,6.11630481234341,647
chrVII,754726,755250,mRNA,+,377,0.19748660211267607,11.119493997717214,524
chrVII,762428,763153,mRNA,+,2955,0.18137500000000006,9.394758286137364,725
chrVII,763762,765606,mRNA,-,7121,0.2041684782608693,12.158392541087991,1844
chrVII,767429,770299,mRNA,+,2521,0.20600333333333345,32.41035308343306,2870
chrVII,772454,773686,mRNA,+,3158,0.18630422096317267,7.240941896169929,1232
chrVII,780399,781379,mRNA,+,321,0.2318206686930089,18.319477073120986,980
chrVII,784223,784858,mRNA,-,606,0.18809223591549296,25.6982169292249,635
chrVII,786054,786920,mRNA,-,2359,0.19096985480943746,0.0022842909943854295,866
chrVII,789031,790329,mRNA,+,1223,0.2037595609756099,25.174765811458347,1298
chrVII,794655,794990,mRNA,-,671,0.1899184590163932,6.308262194952198,335
chrVII,796092,796745,mRNA,+,483,0.1835193584905661,3.854455477983729,653
chrVII,798543,800066,mRNA,+,17218,0.20808865248226946,15.958258152510133,1523
chrVII,802440,805049,mRNA,+,21129,0.1949407189542484,479.59583319305,2609
chrVII,806412,807656,mRNA,-,9947,0.18798471371504646,215.25124353990063,1244
chrVII,808629,809420,mRNA,-,649,0.19068273321449752,12.993406011587165,791
chrVII,824059,826917,mRNA,+,22514,0.21648936170212765,7.133716586292039,2858
chrVII,828625,828960,mRNA,+,147,0.19134802816901386,4.921704265310049,335
chrVII,830515,832197,mRNA,+,1991,0.1946289113530329,75.74024376630315,1682
chrVII,833352,834482,mRNA,-,1157,0.20931155440414514,24.584674883269884,1130
chrVII,836387,836665,mRNA,-,587,0.2195696407185629,5.955277168801363,278
chrVII,840824,842551,mRNA,-,1448,0.2617123287671235,7.3740181077908264,1727
chrVII,843854,844960,mRNA,+,3731,0.2107677878103838,12.56112767934026,1106
chrVII,846655,846741,mRNA,+,46,0.2344593639575969,1.286095895023042,86
chrVII,848720,849067,mRNA,+,267,0.23857074340527595,14.951655797860099,347
chrVII,851047,853215,mRNA,-,10671,0.2227006861642294,14.295111950274041,2168
chrVII,855264,856301,mRNA,-,9909,0.1960370394736841,191.99623135594697,1037
chrVII,858551,858904,mRNA,-,1352,0.18727476539589347,22.844660117549864,353
chrVII,859901,865753,mRNA,-,13963,0.20796107981220674,21.582502872254494,5852
chrVII,870232,871416,mRNA,-,1399,0.19184923701298692,7.413073431880306,1184
chrVII,876669,878192,mRNA,-,6789,0.2087116788321167,115.2884632928424,1523
chrVII,880420,882231,mRNA,+,4741,0.20159756097560946,26.21654178828254,1811
chrVII,886073,887875,mRNA,-,2201,0.20920812182741091,23.475266528781972,1802
chrVII,889733,892186,mRNA,-,2928,0.20955386271870785,12.422308173290123,2453
chrVII,894693,897146,mRNA,+,6019,0.20168172006745405,159.29043696606337,2453
chrVII,899904,902270,mRNA,-,5711,0.19578772988505727,114.91378165119636,2366
chrVII,903474,904748,mRNA,-,2990,0.19758735849056608,2.1454770940107117,1274
chrVII,905934,908774,mRNA,+,16104,0.2181274592833876,174.10903687995415,2840
chrVII,909213,910085,mRNA,+,2179,0.2128702702702701,49.19995317662143,872
chrVII,910843,911628,mRNA,-,2610,0.1885696752136755,16.29405760605116,785
chrVII,912913,913227,mRNA,-,5971,0.20531874999999972,64.54912030533292,314
chrVII,915241,916701,mRNA,+,4617,0.18816865168539304,51.325785100026785,1460
chrVII,918512,919465,mRNA,-,516,0.19763566284779088,17.163378334021825,953
chrVII,922175,922507,mRNA,+,629,0.19041354808590066,8.265300464864694,332
chrVII,924696,930815,mRNA,+,5599,0.2063976261127594,190.8613759874413,6119
chrVII,936035,936376,mRNA,+,818,0.20043361189801728,0.8653739211120648,341
chrVII,937124,938992,mRNA,-,1306,0.20207142857142826,48.05522367706848,1868
chrVII,945145,947019,mRNA,+,455,0.1833610879999993,2.2248321993384543,1874
chrVII,949382,950899,mRNA,-,5383,0.22238069216757766,24.57408407155814,1517
chrVII,952548,953480,mRNA,-,3869,0.1848676325524045,128.90051061636115,932
chrVII,954674,958210,mRNA,-,4182,0.18608814984709512,124.9872704068804,3536
chrVII,961360,962061,mRNA,-,2200,0.1926890476190472,30.25946300025796,701
chrVII,963298,965655,mRNA,-,3213,0.1941101890034365,41.76421506204366,2357
chrVII,974577,974777,mRNA,-,372,0.2009078749999999,1.2315581751419025,200
chrVII,978036,979319,mRNA,-,6338,0.2009078749999999,158.4311076253863,1283
chrVII,982482,984272,mRNA,-,3233,0.2632416666666668,3.8881406644247214,1790
chrVII,985972,986739,mRNA,+,1929,0.20904709876543176,17.699405507126926,767
chrVII,991176,993521,mRNA,-,8108,0.2224217167381974,117.94638743280098,2345
chrVII,996869,998188,mRNA,+,2619,0.2118213217391307,9.899910002319825,1319
chrVII,1000927,1002240,mRNA,+,29961,0.2157722483221476,285.2961712081764,1313
chrVII,1004624,1006102,mRNA,+,552,0.1880407947805457,27.729946874906474,1478
chrVII,1012485,1014089,mRNA,+,9305,0.2425369127516777,12.40156004650136,1604
chrVII,1019598,1021853,mRNA,-,13087,0.1926375977653632,147.96599159837768,2255
chrVII,1022656,1024761,mRNA,+,4146,0.21494590551181106,40.85933838769169,2105
chrVII,1026057,1026653,mRNA,-,773,0.2600429687499997,1.7218816820723344,596
chrVII,1027370,1031509,mRNA,+,12217,0.2051554559043349,279.3950286292955,4139
chrVII,1031791,1037694,mRNA,+,9397,0.21178947368421028,287.22846998329226,5903
chrVII,1038715,1039239,mRNA,-,85,0.21442257217847774,6.8397697332190255,524
chrVII,1043276,1043749,mRNA,+,1602,0.2059057936507936,16.063648369283065,473
chrVII,1045644,1046561,mRNA,-,2057,0.19304966772151924,37.127778363803245,917
chrVII,1048798,1049958,mRNA,-,20937,0.1893843043478259,44.37054275097107,1160
chrVII,1052824,1057257,mRNA,+,8700,0.2041731858407079,77.2183562352449,4433
chrVII,1059015,1060040,mRNA,-,1827,0.2123085847797065,73.92922029887568,1025
chrVII,1061852,1063153,mRNA,-,20307,0.2232845199999998,213.9687809099405,1301
chrVII,1067222,1068991,mRNA,-,891,0.24977419354838715,23.636179533655675,1769
chrVII,1073963,1075813,mRNA,-,1341,0.2299820788530463,48.23763816174798,1850
chrVII,1076283,1076504,mRNA,-,41,0.19389812414733892,2.018369758957534,221
chrVII,1081584,1082729,mRNA,-,4025,0.22020116689280864,13.615035485527727,1145
chrVII,1088870,1089445,mRNA,-,0,0.2236938775510203,17.826889863573502,575
chrVIII,445,3311,mRNA,-,523,0.19026837075048086,84.15903762169455,2866
chrVIII,3726,4541,mRNA,-,8,0.2089318885096694,15.336522316556186,815
chrVIII,6401,7546,mRNA,+,1504,0.20321472392638049,1.8896835261825053,1145
chrVIII,9981,10307,mRNA,+,378,0.2429710144927537,1.7582833344033508,326
chrVIII,12502,12849,mRNA,+,72,0.18542013533834595,0.9137154849052753,347
chrVIII,14901,15413,mRNA,+,483,0.1893148591549297,11.90862295882468,512
chrVIII,17392,17841,mRNA,+,83,0.1850931655844157,1.033944662096479,449
chrVIII,21783,23540,mRNA,+,2471,0.1983305733944956,72.39537291848973,1757
chrVIII,25778,26179,mRNA,-,67,0.19214460556844545,4.4668127245166795,401
